13:37:0,52.486648,-1.889782
13:37:0,52.486648,-1.889782
13:37:1,52.486671,-1.889783
13:37:1,52.486671,-1.889783
13:37:3,52.486667,-1.889783
13:37:3,52.486667,-1.889783
13:37:4,52.486667,-1.889782
13:37:4,52.486667,-1.889782
13:37:5,52.486644,-1.889788
13:37:5,52.486644,-1.889788
13:37:6,52.486633,-1.889795
13:37:6,52.486633,-1.889795
13:37:7,52.486633,-1.889798
13:37:7,52.486633,-1.889798
13:37:8,52.486629,-1.889802
13:37:8,52.486629,-1.889802
13:37:9,52.486629,-1.889802
13:37:9,52.486629,-1.889802
13:37:10,52.486637,-1.889795
13:37:10,52.486637,-1.889795
13:37:11,52.486640,-1.889790
13:37:11,52.486640,-1.889790
13:37:12,52.486644,-1.889787
13:37:12,52.486644,-1.889787
13:37:13,52.486648,-1.889785
13:37:13,52.486648,-1.889785
13:37:14,52.486660,-1.889787
13:37:14,52.486660,-1.889787
13:37:15,52.486663,-1.889787
13:37:15,52.486663,-1.889787
13:37:16,52.486671,-1.889787
13:37:16,52.486671,-1.889787
13:37:17,52.486686,-1.889785
13:37:17,52.486686,-1.889785
13:37:18,52.486690,-1.889787
13:37:18,52.486690,-1.889787
13:37:19,52.486694,-1.889785
13:37:19,52.486694,-1.889785
13:37:20,52.486694,-1.889783
13:37:20,52.486694,-1.889783
13:37:21,52.486690,-1.889782
13:37:21,52.486690,-1.889782
13:37:22,52.486686,-1.889780
13:37:22,52.486686,-1.889780
13:37:23,52.486686,-1.889785
13:37:23,52.486686,-1.889785
13:37:24,52.486690,-1.889783
13:37:24,52.486690,-1.889783
13:37:25,52.486686,-1.889785
13:37:25,52.486686,-1.889785
13:37:26,52.486686,-1.889788
13:37:26,52.486686,-1.889788
13:37:27,52.486686,-1.889792
13:37:27,52.486686,-1.889792
13:37:28,52.486686,-1.889792
13:37:28,52.486686,-1.889792
13:37:29,52.486686,-1.889783
13:37:29,52.486686,-1.889783
13:37:30,52.486690,-1.889783
13:37:30,52.486690,-1.889783
13:37:31,52.486686,-1.889785
13:37:31,52.486686,-1.889785
13:37:32,52.486682,-1.889785
13:37:32,52.486682,-1.889785
13:37:33,52.486679,-1.889788
13:37:33,52.486679,-1.889788
13:37:34,52.486682,-1.889785
13:37:34,52.486682,-1.889785
13:37:35,52.486682,-1.889785
13:37:35,52.486682,-1.889785
