Time,Latitude,Longitude,Heading,WindSpeed,WindDirection,RudderAngle,SailAngle
20:00:28,52.486526,-1.889648,255.00,0.00,218,24,18
20:00:28,52.486526,-1.889648,255.00,0.00,218,24,18
20:00:28,52.486526,-1.889648,255.00,0.00,218,24,18
20:00:28,52.486526,-1.889648,255.00,0.00,218,24,18
20:00:28,52.486526,-1.889648,255.00,0.00,218,24,18
23:59:47,0.000000,0.000000,26.40,0.00,320,64,45
23:59:48,0.000000,0.000000,26.40,0.00,320,64,45
23:59:50,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
00:00:00,0.000000,0.000000,26.40,0.00,320,64,45
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:26,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,26.40,0.00,320,110,33
20:07:45,52.486602,-1.889772,25.50,0.00,320,110,32
20:07:45,52.486602,-1.889772,28.10,0.00,320,110,34
20:07:45,52.486602,-1.889772,28.10,0.00,320,110,34
20:07:45,52.486602,-1.889772,17.00,0.00,320,110,28
20:07:45,52.486602,-1.889772,14.70,0.00,320,110,27
20:07:45,52.486602,-1.889772,23.60,0.00,320,110,31
20:08:04,52.486602,-1.889772,41.50,0.00,319,110,41
20:08:04,52.486602,-1.889772,48.30,0.00,293,110,57
20:08:04,52.486602,-1.889772,54.80,0.00,233,110,89
20:08:04,52.486602,-1.889772,52.70,0.00,283,110,64
20:08:04,52.486602,-1.889772,51.50,0.00,360,110,25
20:08:04,52.486602,-1.889772,51.90,0.00,354,110,28
20:08:04,52.486602,-1.889772,51.90,0.00,343,110,34
20:08:04,52.486602,-1.889772,52.30,0.00,266,110,73
20:08:04,52.486602,-1.889772,52.60,0.00,307,110,52
20:08:04,52.486602,-1.889772,52.60,0.00,356,110,28
20:08:04,52.486602,-1.889772,52.60,0.00,56,87,2
20:08:04,52.486602,-1.889772,52.90,0.00,56,110,2
20:08:04,52.486602,-1.889772,45.00,0.00,278,110,63
20:08:04,52.486602,-1.889772,46.60,0.00,229,110,88
20:08:04,52.486602,-1.889772,49.60,0.00,192,110,71
20:08:23,52.486602,-1.889772,50.20,0.00,183,110,66
20:08:23,52.486602,-1.889772,50.10,0.00,183,110,66
20:08:23,52.486602,-1.889772,53.90,0.25,187,110,67
20:08:23,52.486602,-1.889772,52.30,0.25,186,110,67
20:08:23,52.486602,-1.889772,52.60,0.25,186,110,67
20:08:30,52.486602,-1.889772,52.60,0.25,186,110,67
20:08:30,52.486602,-1.889772,55.40,0.25,186,110,65
20:08:30,52.486602,-1.889772,53.50,0.25,185,110,66
20:08:30,52.486602,-1.889772,54.00,0.25,185,110,65
20:08:30,52.486602,-1.889772,66.70,0.25,185,110,59
20:08:30,52.486602,-1.889772,129.20,0.25,185,88,28
20:08:30,52.486602,-1.889772,62.30,0.25,185,110,61
20:08:30,52.486602,-1.889772,13.30,0.00,185,110,86
20:08:30,52.486602,-1.889772,69.60,0.00,185,110,58
20:08:30,52.486602,-1.889772,109.70,0.00,185,98,38
20:08:30,52.486602,-1.889772,84.70,0.00,185,110,50
20:08:30,52.486602,-1.889772,28.60,0.00,185,110,78
20:08:30,52.486602,-1.889772,38.10,0.00,185,110,73
20:08:30,52.486602,-1.889772,291.60,0.00,185,18,53
20:08:30,52.486602,-1.889772,237.30,0.00,185,33,26
20:08:48,52.486602,-1.889772,321.50,0.00,185,18,68
20:08:48,52.486602,-1.889772,344.80,0.00,185,18,79
20:08:48,52.486602,-1.889772,265.30,0.00,185,19,40
20:08:48,52.486602,-1.889772,246.70,0.00,185,28,30
20:08:48,52.486602,-1.889772,238.40,0.00,185,33,26
20:08:48,52.486602,-1.889772,194.10,0.00,185,41,4
20:08:48,52.486602,-1.889772,181.60,0.25,185,64,2
20:08:48,52.486602,-1.889772,197.90,0.25,185,53,6
20:08:48,52.486602,-1.889772,184.20,0.25,185,60,0
20:08:48,52.486602,-1.889772,178.70,0.25,185,64,3
20:09:01,52.486602,-1.889772,176.50,0.25,185,64,4
20:09:01,52.486602,-1.889772,190.30,0.00,185,57,2
20:09:01,52.486602,-1.889772,197.10,0.00,185,54,6
20:09:01,52.486602,-1.889772,202.00,0.00,185,41,8
20:09:01,52.486602,-1.889772,203.10,0.00,185,51,9
20:09:08,52.486602,-1.889772,202.70,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.70,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.70,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.40,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.30,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.30,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.20,0.00,185,41,8
20:09:09,52.486602,-1.889772,202.20,0.00,185,51,8
20:09:09,52.486602,-1.889772,202.10,0.00,185,51,8
20:09:19,52.486602,-1.889772,202.00,0.00,185,51,8
20:09:19,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:19,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:19,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:19,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:19,52.486602,-1.889772,201.90,0.00,185,41,8
20:09:26,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:26,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:26,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:26,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,41,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:31,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:45,52.486602,-1.889772,201.80,0.00,185,41,8
20:09:45,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:45,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:45,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.80,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,41,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:09:50,52.486602,-1.889772,201.90,0.00,185,51,8
20:10:04,52.486602,-1.889772,201.90,0.00,185,51,8
20:10:04,52.486602,-1.889772,201.90,0.00,185,41,8
20:10:04,52.486602,-1.889772,201.80,0.00,185,51,8
20:10:04,52.486602,-1.889772,202.80,0.00,185,51,8
20:10:04,52.486602,-1.889772,196.90,0.00,185,54,5
20:10:04,52.486602,-1.889772,169.90,0.00,185,67,8
20:10:04,52.486602,-1.889772,156.80,0.00,185,74,14
20:10:04,52.486602,-1.889772,151.20,0.00,185,77,17
20:10:04,52.486602,-1.889772,150.40,0.00,185,77,17
20:10:04,52.486602,-1.889772,150.00,0.00,185,87,17
20:10:04,52.486602,-1.889772,149.90,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.70,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.70,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.80,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.80,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.80,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.90,0.00,185,77,18
20:10:04,52.486602,-1.889772,149.70,0.00,185,87,18
20:10:04,52.486602,-1.889772,149.50,0.00,185,78,18
20:10:04,52.486602,-1.889772,148.90,0.00,185,78,18
20:10:30,52.486602,-1.889772,148.90,0.00,185,78,18
20:10:30,52.486602,-1.889772,148.90,0.00,185,78,18
20:10:30,52.486602,-1.889772,148.70,0.00,185,78,18
20:10:30,52.486602,-1.889772,148.70,0.00,185,78,18
20:10:30,52.486602,-1.889772,148.90,0.00,185,78,18
20:10:30,52.486602,-1.889772,149.40,0.00,185,87,18
20:10:30,52.486602,-1.889772,149.40,0.00,185,78,18
20:10:30,52.486602,-1.889772,149.40,0.00,185,78,18
20:10:30,52.486602,-1.889772,149.50,0.00,185,78,18
20:10:30,52.486602,-1.889772,142.30,0.00,185,81,21
20:10:42,52.486602,-1.889772,141.70,0.00,185,81,22
20:10:42,52.486602,-1.889772,141.30,0.00,185,82,22
20:10:42,52.486602,-1.889772,141.60,0.00,185,82,22
20:10:42,52.486602,-1.889772,141.50,0.00,185,87,22
20:10:42,52.486602,-1.889772,141.40,0.00,242,82,50
20:10:42,52.486602,-1.889772,147.70,0.00,241,78,47
20:10:42,52.486602,-1.889772,150.90,0.00,242,77,46
20:10:42,52.486602,-1.889772,152.30,0.00,306,76,77
20:10:42,52.486602,-1.889772,152.90,0.00,310,76,79
20:10:42,52.486602,-1.889772,153.00,0.00,222,76,34
20:10:42,52.486602,-1.889772,153.00,0.00,135,76,9
20:10:42,52.486602,-1.889772,153.00,0.00,177,87,12
20:10:42,52.486602,-1.889772,153.00,0.00,275,76,61
20:10:42,52.486602,-1.889772,153.00,0.00,278,76,62
20:10:42,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.00,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.25,279,76,63
20:11:01,52.486602,-1.889772,153.10,0.25,279,76,63
20:11:27,52.486602,-1.889772,153.10,0.25,279,76,63
20:11:27,52.486602,-1.889772,153.10,0.25,279,76,63
20:11:27,52.486602,-1.889772,153.10,0.25,279,76,63
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
00:00:00,0.000000,0.000000,153.20,0.00,279,64,45
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
00:00:00,0.000000,0.000000,153.10,0.00,279,64,45
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.20,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.20,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,279,76,63
20:11:49,52.486602,-1.889772,153.10,0.00,281,76,64
20:11:49,52.486602,-1.889772,152.90,0.00,360,76,76
20:11:49,52.486602,-1.889772,153.10,0.00,13,76,70
20:11:49,52.486602,-1.889772,153.10,0.25,54,76,49
20:11:49,52.486602,-1.889772,153.10,0.25,318,76,82
20:11:49,52.486602,-1.889772,153.10,0.25,358,76,77
20:11:49,52.486602,-1.889772,153.10,0.25,35,76,59
20:11:49,52.486602,-1.889772,153.10,0.25,19,76,67
20:11:49,52.486602,-1.889772,153.10,0.00,353,76,80
20:11:49,52.486602,-1.889772,153.10,0.00,7,76,73
20:11:49,52.486602,-1.889772,153.10,0.00,44,76,54
20:11:49,52.486602,-1.889772,153.10,0.00,59,76,47
20:11:49,52.486602,-1.889772,153.10,0.00,108,76,22
20:11:49,52.486602,-1.889772,153.10,0.25,144,87,4
20:11:49,52.486602,-1.889772,153.10,0.25,147,76,3
20:11:49,52.486602,-1.889772,153.10,0.25,147,76,3
20:11:49,52.486602,-1.889772,153.10,0.25,147,76,3
20:12:22,52.486602,-1.889772,145.80,0.25,118,79,13
20:12:22,52.486602,-1.889772,145.10,0.00,78,80,33
20:12:22,52.486602,-1.889772,145.00,0.00,38,80,53
20:12:22,52.486602,-1.889772,151.20,0.00,28,77,61
20:12:27,52.486602,-1.889772,152.70,0.00,74,76,39
20:12:29,52.486602,-1.889772,154.20,0.00,74,75,40
20:12:29,52.486602,-1.889772,154.20,0.00,74,75,40
20:12:29,52.486602,-1.889772,154.20,0.00,74,75,40
20:12:29,52.486602,-1.889772,154.20,0.00,74,75,40
20:12:29,52.486602,-1.889772,154.50,0.00,74,75,40
20:12:29,52.486602,-1.889772,153.40,0.00,74,76,39
20:12:29,52.486602,-1.889772,153.70,0.00,74,75,39
20:12:29,52.486602,-1.889772,169.40,0.00,74,68,47
20:12:29,52.486602,-1.889772,249.20,0.00,74,27,87
20:12:29,52.486602,-1.889772,284.30,0.00,74,18,75
20:12:29,52.486602,-1.889772,212.00,0.00,74,46,69
20:12:29,52.486602,-1.889772,196.40,0.00,74,54,61
20:12:29,52.486602,-1.889772,267.60,0.00,74,18,83
20:12:29,52.486602,-1.889772,279.20,0.00,74,18,77
20:12:46,52.486602,-1.889772,211.60,0.00,74,47,68
20:12:46,52.486602,-1.889772,164.80,0.00,74,70,45
20:12:46,52.486602,-1.889772,133.90,0.00,74,85,29
20:12:46,52.486602,-1.889772,113.50,0.00,74,87,19
20:12:46,52.486602,-1.889772,160.10,0.00,74,72,43
20:12:46,52.486602,-1.889772,231.60,0.00,74,36,78
20:12:46,52.486602,-1.889772,211.80,0.00,74,46,68
20:12:46,52.486602,-1.889772,201.30,0.00,74,52,63
20:12:46,52.486602,-1.889772,190.00,0.00,74,57,58
20:12:46,52.486602,-1.889772,187.90,0.00,74,58,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,187.40,0.00,74,59,56
20:12:46,52.486602,-1.889772,186.80,0.00,74,59,56
20:12:46,52.486602,-1.889772,184.00,0.00,74,60,55
20:12:46,52.486602,-1.889772,183.20,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:12:46,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
20:13:24,52.486602,-1.889772,183.10,0.00,74,61,54
23:59:46,0.000000,0.000000,33.10,0.00,158,64,45
23:59:47,0.000000,0.000000,32.80,0.00,158,64,45
23:59:49,0.000000,0.000000,32.70,0.00,158,64,45
23:59:50,0.000000,0.000000,32.70,0.00,158,64,45
23:59:52,0.000000,0.000000,32.70,0.00,158,64,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
00:00:00,0.000000,0.000000,32.70,0.00,158,68,45
20:26:19,0.000000,0.000000,32.70,0.00,158,68,45
20:26:19,52.486595,-1.889650,32.70,0.00,158,110,63
20:26:19,52.486595,-1.889650,32.70,0.00,158,110,63
20:26:19,52.486595,-1.889650,32.70,0.00,158,110,63
20:26:19,52.486595,-1.889650,32.70,0.00,158,110,63
20:26:19,52.486595,-1.889650,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.60,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.60,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.20,0.00,158,110,63
20:26:26,52.486598,-1.889657,32.70,0.00,158,110,63
20:26:26,52.486598,-1.889657,34.90,0.00,158,110,62
20:26:26,52.486598,-1.889657,35.60,0.00,158,110,61
20:26:45,52.486598,-1.889648,35.60,0.00,244,110,75
20:26:45,52.486598,-1.889648,35.60,0.00,245,110,75
20:26:45,52.486598,-1.889648,35.60,0.00,272,110,61
20:26:45,52.486598,-1.889648,35.60,0.00,286,110,54
20:26:45,52.486598,-1.889648,35.60,0.00,286,110,54
20:26:52,52.486598,-1.889648,35.60,0.00,206,110,85
20:26:52,52.486598,-1.889648,35.60,0.00,149,110,57
20:26:52,52.486598,-1.889648,35.60,0.00,147,110,56
20:26:52,52.486598,-1.889648,35.60,0.00,96,110,30
20:26:52,52.486598,-1.889648,35.60,0.00,91,110,28
20:26:52,52.486598,-1.889648,35.60,0.00,91,110,28
20:26:52,52.486598,-1.889648,35.60,0.00,133,110,49
20:26:52,52.486598,-1.889648,35.60,0.00,253,110,71
20:26:52,52.486598,-1.889648,35.60,0.00,282,110,56
20:26:52,52.486598,-1.889648,35.60,0.00,302,110,46
20:27:04,52.486598,-1.889648,35.50,0.00,360,87,17
20:27:04,52.486598,-1.889648,35.30,0.00,326,110,34
20:27:04,52.486598,-1.889648,35.30,0.00,251,110,72
20:27:04,52.486598,-1.889648,35.30,0.00,195,110,80
20:27:04,52.486598,-1.889648,92.40,0.00,185,107,46
20:27:11,52.486598,-1.889648,88.50,0.00,185,109,48
20:27:11,52.486598,-1.889648,74.20,0.00,185,110,55
20:27:11,52.486598,-1.889648,282.20,0.00,185,18,48
20:27:11,52.486598,-1.889648,46.20,0.00,185,110,69
20:27:11,52.486598,-1.889648,75.40,0.00,185,110,55
20:27:11,52.486598,-1.889648,21.30,0.00,185,110,82
20:27:11,52.486598,-1.889648,127.40,0.00,185,89,29
20:27:11,52.486598,-1.889648,76.60,0.00,185,110,54
20:27:11,52.486598,-1.889648,30.70,0.00,185,110,77
20:27:11,52.486598,-1.889648,149.00,0.00,185,87,18
20:27:23,52.486598,-1.889648,280.10,0.00,185,18,47
20:27:23,52.486598,-1.889648,326.30,0.25,185,18,70
20:27:23,52.486598,-1.889648,285.80,0.25,185,18,50
20:27:23,52.486598,-1.889648,275.30,0.25,185,18,45
20:27:23,52.486598,-1.889648,218.00,0.25,185,43,16
20:27:23,52.486598,-1.889648,213.60,0.25,185,46,14
20:27:23,52.486598,-1.889648,231.10,0.00,185,36,23
20:27:23,52.486598,-1.889648,204.50,0.00,185,41,9
20:27:23,52.486598,-1.889648,187.10,0.00,185,59,1
20:27:23,52.486598,-1.889648,173.40,0.00,185,64,6
20:27:23,52.486598,-1.889648,163.60,0.00,185,71,11
20:27:37,52.486598,-1.889648,161.90,0.00,185,71,12
20:27:37,52.486598,-1.889648,163.50,0.00,185,71,11
20:27:37,52.486598,-1.889648,164.50,0.00,225,70,30
20:27:37,52.486598,-1.889648,182.90,0.00,225,61,21
20:27:37,52.486598,-1.889648,188.70,0.00,225,41,18
20:27:37,52.486598,-1.889648,179.30,0.00,225,64,23
20:27:37,52.486598,-1.889648,179.50,0.00,225,64,23
20:27:37,52.486598,-1.889648,176.10,0.00,225,64,24
20:27:37,52.486598,-1.889648,235.50,0.00,225,34,5
20:27:37,52.486598,-1.889648,216.10,0.00,225,44,4
20:27:50,52.486598,-1.889648,188.50,0.00,225,58,18
20:27:50,52.486598,-1.889648,190.50,0.00,225,57,17
20:27:50,52.486598,-1.889648,190.80,0.00,225,41,17
20:27:50,52.486598,-1.889648,187.10,0.00,225,59,19
20:27:50,52.486598,-1.889648,186.50,0.00,225,59,19
20:27:56,52.486598,-1.889648,186.40,0.00,225,59,19
20:27:56,52.486598,-1.889648,186.40,0.00,225,59,19
20:27:56,52.486598,-1.889648,186.40,0.00,225,59,19
20:27:56,52.486598,-1.889648,195.70,0.00,225,54,15
20:27:56,52.486598,-1.889648,194.40,0.00,225,55,15
20:28:03,52.486598,-1.889648,195.10,0.00,225,41,15
20:28:03,52.486598,-1.889648,191.10,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.90,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.50,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.50,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.50,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.60,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.70,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.60,0.00,225,41,17
20:28:03,52.486598,-1.889648,190.30,0.00,225,57,17
20:28:03,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:16,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:16,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:16,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:16,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:16,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:23,52.486598,-1.889648,190.20,0.00,225,41,17
20:28:23,52.486598,-1.889648,190.20,0.00,225,57,17
20:28:23,52.486598,-1.889648,190.10,0.25,225,57,17
20:28:23,52.486598,-1.889648,190.10,0.25,225,57,17
